date,CUUR0000SEFA01,CUUR0000SEFA02,CUUR0000SEFA03,CUUR0000SEFB01,CUUR0000SEFB02,CUUR0000SEFB03,CUUR0000SEFB04,CUUR0000SEFC01,CUUR0000SEFC02,CUUR0000SEFC03,CUUR0000SEFC04,CUUR0000SEFD01,CUUR0000SEFD02,CUUR0000SEFD03,CUUR0000SEFD04,CUUR0000SEFF01,CUUR0000SEFF02,CUUR0000SEFG01,CUUR0000SEFG02,CUUR0000SEFJ01,CUUR0000SEFJ02,CUUR0000SEFJ03,CUUR0000SEFJ04
2007-09-01,194.875,206.197,183.035,139.220,137.112,222.728,223.871,186.444,157.229,153.683,145.613,130.017,182.777,171.250,110.202,128.566,121.136,131.323,114.181,149.718,199.778,184.418,134.757
2007-10-01,191.777,207.322,183.112,144.033,137.739,224.280,220.399,186.803,153.656,152.013,146.485,128.360,182.936,170.090,114.670,126.980,122.747,132.626,115.751,149.740,203.458,186.133,136.110
2007-11-01,190.789,209.324,182.399,144.683,140.494,228.290,217.170,187.961,155.823,153.032,143.959,126.228,180.889,167.561,113.421,127.604,117.172,132.542,114.709,151.122,202.388,187.990,135.865
2007-12-01,190.014,207.828,183.958,147.354,139.977,228.738,217.459,186.936,155.076,152.557,143.603,126.273,175.954,167.482,111.596,127.324,116.282,132.385,115.420,149.692,202.189,188.522,136.064
2008-01-01,202.292,203.125,193.982,148.813,141.863,227.868,221.712,188.526,155.454,150.407,145.650,126.160,176.625,168.615,114.262,128.127,122.715,133.976,115.939,149.521,206.382,189.511,136.936
2008-02-01,208.760,205.915,201.857,152.657,144.311,229.248,227.173,189.583,155.755,151.595,145.461,126.866,173.400,165.484,110.061,127.171,122.958,134.945,115.121,149.815,207.931,190.171,138.906
2008-03-01,215.531,211.383,201.459,155.912,146.457,232.712,225.013,190.455,157.341,152.140,147.996,124.559,173.875,167.082,108.323,127.635,121.844,134.429,113.972,146.591,207.025,188.832,139.358
2008-04-01,224.337,208.577,206.175,158.271,149.863,234.471,233.763,189.647,152.435,150.526,146.468,126.656,181.260,166.326,113.380,128.378,123.423,137.056,117.908,147.969,207.006,190.671,141.287
2008-05-01,231.132,211.396,213.148,161.382,150.292,237.889,237.739,189.745,156.272,153.924,150.499,126.187,178.318,171.066,114.936,129.058,125.990,138.197,119.036,146.905,209.867,190.191,140.649
2008-06-01,233.409,210.592,218.811,162.106,150.449,240.397,239.052,193.700,159.626,156.174,150.428,125.542,179.421,179.062,119.094,129.942,124.808,140.496,119.342,147.465,212.750,190.128,141.334
2008-07-01,236.948,214.396,227.086,164.825,154.840,243.426,241.948,193.513,162.625,158.571,150.774,127.716,184.665,180.339,120.695,131.078,126.711,140.416,120.746,153.763,219.338,187.787,141.679
2008-08-01,236.085,213.429,230.576,162.810,154.472,243.058,243.590,199.697,165.428,161.504,153.967,130.853,185.925,178.974,122.672,132.641,125.968,141.811,122.955,151.568,222.456,192.338,142.155
2008-09-01,232.248,214.866,231.064,163.398,155.732,244.396,243.755,202.052,166.834,159.601,154.417,131.031,189.218,182.551,125.886,133.153,128.917,142.861,123.546,149.266,221.800,194.338,141.383
2008-10-01,230.980,216.099,233.694,164.844,157.024,246.866,245.209,206.215,169.383,159.174,155.588,131.918,194.328,179.264,121.912,132.970,127.583,143.009,125.263,146.505,220.640,199.701,141.460
2008-11-01,228.357,218.075,234.285,165.910,157.663,249.715,238.475,206.390,164.430,155.123,157.040,129.853,189.969,178.096,122.672,134.326,125.799,140.715,125.549,147.899,220.169,200.564,140.228
2008-12-01,229.875,217.930,233.018,165.774,158.809,248.707,240.851,207.712,162.822,154.867,152.620,129.126,185.401,178.470,120.335,134.248,124.859,140.429,126.573,144.817,219.187,199.080,139.584
2009-01-01,237.438,217.012,234.637,164.881,157.597,249.760,247.229,205.371,164.311,150.345,152.750,131.136,186.741,174.989,117.172,133.069,128.723,141.584,128.024,142.861,217.751,201.745,138.673
2009-02-01,237.937,214.818,233.771,164.861,158.069,249.254,248.602,207.261,165.065,151.815,153.016,130.806,184.727,172.324,115.156,133.267,126.639,140.153,127.824,134.775,213.508,200.962,140.097
2009-03-01,233.885,215.043,233.131,165.501,158.105,249.596,245.941,204.024,160.692,150.926,150.374,129.614,187.811,172.842,114.582,133.555,127.574,140.888,126.512,128.877,209.783,198.189,139.012
2009-04-01,231.226,217.584,228.053,164.334,156.306,250.495,244.390,202.475,157.691,151.240,151.391,128.203,176.971,169.605,115.533,134.983,127.589,141.090,127.323,127.903,204.470,197.433,137.844
2009-05-01,234.819,217.292,230.709,162.229,155.618,248.586,247.821,199.719,154.613,152.725,151.421,131.548,181.982,165.840,114.195,133.633,127.476,140.985,130.038,126.884,201.904,198.484,138.030
2009-06-01,235.113,216.771,228.903,162.748,154.911,251.559,247.827,197.656,154.864,152.597,153.121,130.551,182.422,169.742,112.474,134.475,129.735,141.629,130.551,126.045,200.397,192.565,138.155
2009-07-01,238.088,221.854,229.141,163.915,153.313,249.217,245.492,191.986,152.845,149.175,149.820,129.685,183.853,168.698,113.861,131.137,130.990,142.067,130.774,125.547,199.586,191.240,136.824
2009-08-01,234.008,219.579,231.311,160.890,149.578,249.809,249.256,195.874,152.601,150.445,150.163,126.056,186.793,168.347,112.550,132.674,130.777,141.065,129.614,124.677,197.938,192.046,137.076
2009-09-01,232.139,218.747,227.031,159.779,152.263,247.902,248.624,194.534,156.019,148.798,149.445,126.320,182.784,165.729,112.272,131.239,130.044,141.260,127.738,125.359,199.376,194.264,136.364
2009-10-01,228.532,216.787,228.693,161.106,154.585,251.992,244.015,193.539,155.475,147.398,150.336,124.395,183.732,163.818,109.067,130.197,130.009,137.194,127.759,127.207,200.626,199.365,135.734
2009-11-01,218.134,219.275,227.231,160.659,153.689,254.531,239.720,194.121,163.015,148.290,151.237,121.634,176.662,164.202,107.091,131.804,123.711,139.471,127.921,128.062,197.411,198.247,133.132
2009-12-01,220.166,218.174,226.189,160.007,154.706,255.349,242.453,195.073,158.812,147.026,151.342,122.472,169.673,164.203,107.138,131.427,126.405,138.441,128.506,129.538,198.738,194.929,134.255
2010-01-01,230.787,215.054,226.635,158.917,153.311,251.468,247.703,194.269,157.523,144.197,149.935,124.138,177.133,165.870,112.252,130.511,126.073,142.595,128.306,132.974,202.749,198.937,136.270
2010-02-01,230.666,214.970,227.734,159.052,152.659,253.402,248.865,197.606,158.467,144.402,151.261,125.657,176.698,175.602,113.866,130.866,128.345,139.100,126.970,132.969,203.386,196.264,136.537
2010-03-01,225.237,215.500,225.797,159.507,152.105,251.823,249.544,197.833,161.596,146.765,153.016,125.647,182.420,168.296,115.571,130.299,129.190,139.565,124.775,132.631,203.872,196.331,136.607
2010-04-01,222.824,216.905,224.922,159.107,151.806,250.933,248.282,201.568,162.327,154.064,157.045,127.100,181.365,170.031,115.464,131.071,131.238,142.804,126.295,130.530,202.908,197.575,135.341
2010-05-01,224.045,217.381,222.590,159.925,152.809,251.936,250.120,202.091,162.906,157.808,160.260,129.037,184.799,177.155,121.185,130.481,131.211,142.916,127.137,131.305,203.493,193.309,137.270
2010-06-01,222.722,214.935,223.491,161.327,151.561,251.116,247.127,206.486,162.920,157.989,163.483,131.612,190.083,175.946,125.050,131.586,131.578,145.801,127.098,133.613,202.035,193.018,135.677
2010-07-01,225.298,214.362,225.854,159.957,152.733,250.017,247.436,207.811,163.995,155.442,163.860,135.318,194.444,179.097,123.918,132.365,132.088,146.157,128.148,134.698,204.467,190.333,136.268
2010-08-01,226.354,216.370,224.431,156.997,153.086,249.599,248.320,207.084,163.143,153.957,163.056,137.263,193.566,179.591,123.873,131.156,132.271,145.015,127.047,134.572,204.988,189.628,135.314
2010-09-01,223.809,214.109,223.069,159.316,153.513,249.839,249.613,204.459,167.374,155.890,162.998,140.642,197.465,180.791,124.225,132.297,134.399,144.926,128.526,133.556,206.061,191.838,135.856
2010-10-01,221.570,213.847,221.431,159.793,156.912,250.569,246.449,208.814,164.638,157.373,163.783,145.762,201.038,180.405,121.305,133.767,135.633,146.670,128.031,134.632,208.717,196.800,136.231
2010-11-01,215.131,213.556,220.241,161.383,158.204,254.924,241.989,208.405,168.503,156.289,165.807,142.572,193.286,175.481,122.784,134.244,127.689,149.642,129.042,135.470,208.104,196.139,135.749
2010-12-01,217.174,215.281,226.682,161.828,157.861,254.335,239.450,207.192,166.610,154.997,167.701,137.223,188.865,176.732,120.875,133.206,127.525,149.266,128.957,136.085,207.360,199.994,136.106
2011-01-01,229.727,215.897,229.208,162.887,159.502,254.397,245.230,213.417,170.099,158.365,167.156,137.794,192.925,178.559,124.695,131.899,134.148,151.529,129.389,136.306,206.103,203.625,136.125
2011-02-01,231.105,218.245,229.466,164.071,161.296,250.139,247.265,217.205,175.273,160.513,171.498,138.860,192.465,184.514,125.134,132.506,134.897,152.165,130.634,137.009,205.664,207.822,137.157
2011-03-01,235.055,220.131,229.957,163.810,162.021,250.989,249.368,224.675,179.087,162.842,173.269,143.354,198.432,186.126,126.765,132.355,135.251,155.226,129.413,141.615,207.746,204.653,137.898
2011-04-01,230.462,220.354,228.059,166.708,161.580,252.345,248.403,226.002,178.481,166.690,176.661,144.977,192.845,183.008,127.924,133.477,136.654,156.395,130.534,144.717,212.276,207.651,138.321
2011-05-01,240.230,223.523,230.207,168.481,162.283,250.426,255.811,229.558,180.140,167.724,177.070,149.257,197.454,187.726,130.637,134.311,138.532,159.260,134.010,146.678,215.016,204.218,139.490
2011-06-01,243.077,226.013,231.903,169.913,161.548,252.791,255.108,229.160,179.559,164.337,178.300,150.317,201.709,187.356,129.925,134.388,140.203,159.029,136.277,147.272,216.019,205.768,139.869
2011-07-01,245.689,222.766,233.290,169.602,163.963,252.279,257.752,231.615,183.867,164.998,175.634,149.346,201.948,188.149,133.435,134.466,141.519,158.828,137.072,148.427,220.932,206.134,141.042
2011-08-01,246.056,226.163,234.496,170.559,164.302,256.108,258.505,229.377,182.629,168.733,178.596,150.148,207.019,191.420,131.383,134.129,142.301,158.713,135.902,149.936,222.957,206.786,142.657
2011-09-01,248.275,227.291,235.910,170.943,166.918,258.826,256.871,227.986,182.626,169.640,180.298,151.460,210.409,194.789,134.074,134.586,144.870,158.520,137.133,150.997,227.139,211.628,142.894
2011-10-01,245.787,223.659,241.011,173.334,168.304,261.416,257.528,229.568,183.662,170.632,179.169,151.451,208.948,192.897,133.578,135.924,145.505,156.765,137.531,149.431,227.293,216.445,143.202
2011-11-01,242.180,227.656,243.316,171.165,168.047,266.291,252.744,229.747,185.874,170.929,180.488,149.945,203.782,191.890,133.979,135.872,141.130,157.323,137.846,148.775,225.611,216.340,143.707
2011-12-01,243.127,229.277,242.236,172.602,167.936,265.564,252.331,231.838,188.284,172.004,182.286,148.528,199.586,191.979,132.587,137.090,143.313,158.030,139.151,148.665,223.445,217.932,144.322
2012-01-01,252.159,228.664,242.992,170.658,167.911,263.430,258.432,236.104,187.714,173.762,184.050,148.447,197.808,191.558,132.948,137.293,146.427,159.030,139.309,149.751,227.268,220.535,144.094
2012-02-01,250.564,227.984,242.217,172.978,168.364,265.139,261.074,238.582,189.733,172.282,183.300,150.079,195.138,189.127,131.830,137.554,148.116,156.717,137.373,147.868,226.319,216.832,146.181
2012-03-01,252.104,227.997,238.975,172.955,168.406,265.139,259.021,239.639,189.709,174.754,185.547,149.484,204.357,189.032,131.292,139.363,150.410,158.184,137.590,147.211,225.783,217.832,146.451
2012-04-01,252.102,228.862,240.693,173.559,166.211,268.239,259.811,239.943,188.498,176.982,182.695,147.913,201.296,189.677,131.621,140.541,149.273,158.998,140.818,146.085,221.592,219.056,144.655
2012-05-01,254.336,230.326,241.615,173.581,167.158,264.753,261.821,243.203,188.624,177.107,183.787,147.686,201.836,189.546,127.450,137.648,150.852,158.655,140.041,146.107,220.121,216.726,144.583
2012-06-01,258.194,229.232,239.215,172.319,166.105,263.686,260.547,245.851,189.602,177.613,183.759,146.134,205.767,189.153,127.041,140.037,151.906,158.389,141.590,145.158,220.402,212.416,145.913
2012-07-01,258.081,228.805,241.183,174.960,166.955,265.764,259.777,245.052,192.476,179.706,185.083,146.532,204.247,190.722,128.762,141.872,153.156,158.373,142.182,145.621,218.037,211.375,144.684
2012-08-01,256.696,228.527,239.321,172.322,166.985,264.564,262.868,245.038,191.736,177.881,185.759,150.416,209.299,192.493,128.131,141.189,152.184,158.047,140.475,145.956,219.287,209.340,144.276
2012-09-01,254.519,224.227,237.237,173.046,168.123,264.172,263.308,244.391,189.495,178.215,183.645,150.892,208.772,187.761,124.002,140.635,153.536,158.504,140.886,145.963,220.069,213.476,143.916
2012-10-01,252.560,226.329,233.768,175.294,168.185,269.093,261.890,244.606,194.019,178.462,185.885,149.177,207.877,189.420,127.040,143.335,153.465,157.993,140.362,147.246,223.114,216.540,143.090
2012-11-01,244.726,228.942,236.789,173.813,168.645,271.437,258.166,245.080,194.837,178.120,185.966,146.076,199.813,188.790,127.160,144.327,148.269,157.217,141.191,150.968,223.202,216.506,143.189
2012-12-01,248.703,227.388,238.598,175.201,170.193,269.148,258.199,244.927,194.383,179.126,189.896,145.011,194.993,184.854,125.407,145.255,149.864,155.660,141.151,151.449,223.601,215.061,144.436
2013-01-01,257.057,225.185,238.531,176.183,171.513,269.812,261.679,245.235,193.886,178.718,188.015,147.329,195.533,186.318,124.525,145.652,152.360,158.088,141.249,150.751,223.767,222.414,144.581
2013-02-01,254.453,227.946,239.142,176.215,169.797,267.428,262.207,246.302,194.929,178.976,189.949,147.736,197.176,190.533,125.300,144.411,155.610,156.870,138.704,149.915,223.823,220.547,144.173
2013-03-01,251.631,226.143,238.513,176.454,171.336,269.989,263.343,247.142,198.013,177.800,188.818,150.103,204.338,187.813,122.711,145.202,154.977,159.505,138.194,149.297,222.883,217.251,143.154
2013-04-01,256.866,227.522,237.502,178.337,172.133,269.559,267.389,246.498,194.714,176.642,190.167,150.027,196.912,185.559,124.707,146.697,154.277,163.694,142.940,148.666,222.368,217.832,144.426
2013-05-01,258.791,228.125,241.479,177.869,171.226,267.343,264.999,245.786,194.723,179.341,190.462,149.643,201.565,187.267,124.847,146.604,154.305,161.379,142.396,146.892,222.834,211.673,143.864
2013-06-01,257.779,229.826,240.400,177.879,171.381,269.238,265.340,244.603,196.633,181.008,191.670,152.049,208.734,181.185,124.124,149.386,153.839,162.389,142.397,148.866,219.257,212.970,142.904
2013-07-01,258.292,229.620,240.494,177.395,171.397,271.233,262.430,245.389,198.780,182.609,189.435,154.704,208.325,186.816,127.256,147.984,154.411,162.506,143.407,148.463,220.664,209.448,143.382
2013-08-01,257.241,227.573,239.473,177.103,172.334,269.192,267.405,247.960,197.697,180.187,190.635,157.463,211.512,188.956,128.148,150.303,155.488,163.999,143.581,148.368,222.236,209.826,144.581
2013-09-01,252.058,227.447,237.375,177.260,171.750,273.625,264.916,247.099,195.785,180.152,190.449,158.652,214.490,191.601,125.709,150.575,156.695,167.384,142.836,148.295,221.868,215.248,143.103
2013-10-01,247.184,227.236,242.656,173.269,173.714,274.188,263.944,246.754,195.857,181.464,191.932,159.439,212.717,188.039,130.792,152.135,156.012,168.014,145.489,148.692,220.392,216.042,142.253
2013-11-01,239.034,228.502,240.409,176.725,171.020,276.502,257.997,249.250,199.307,180.611,193.084,155.494,206.038,188.231,127.845,149.615,151.942,168.486,144.170,150.251,221.246,215.860,141.866
2013-12-01,242.265,227.894,237.153,176.485,171.088,273.812,259.926,249.188,200.336,181.030,194.112,156.954,198.996,190.611,127.792,150.393,151.408,165.671,144.965,151.661,221.310,216.416,142.295
2014-01-01,252.615,229.455,238.751,176.015,171.114,272.550,265.642,248.864,196.519,181.533,196.146,159.070,200.784,190.000,127.418,149.926,156.190,170.336,147.271,153.015,220.996,219.158,142.493
2014-02-01,254.602,226.384,236.542,176.254,173.913,272.636,264.302,258.323,212.668,186.820,201.509,159.238,204.716,186.715,128.413,149.091,155.958,172.369,144.910,153.782,224.223,218.833,143.080
2014-03-01,254.505,227.918,240.126,174.755,172.657,273.236,263.676,264.043,212.461,191.713,203.698,159.060,210.867,195.601,131.485,150.414,157.327,171.087,144.507,156.514,228.749,215.944,143.033
2014-04-01,250.083,228.384,237.302,177.869,170.314,272.416,265.456,271.026,219.367,198.051,209.031,163.372,204.898,206.589,141.491,149.191,154.348,172.845,146.941,156.950,232.229,216.766,142.258
2014-05-01,251.833,228.089,240.675,175.668,170.547,273.259,267.329,271.309,219.814,197.386,212.002,170.820,211.130,211.135,144.011,150.870,156.842,176.563,149.294,157.656,236.282,210.933,143.937
2014-06-01,254.235,229.896,237.820,175.405,168.671,272.874,266.506,271.726,218.323,198.113,212.123,170.632,216.353,207.114,146.595,151.634,157.870,177.211,149.771,156.369,235.496,209.497,144.124
2014-07-01,253.529,230.331,240.684,176.785,170.593,272.876,266.419,270.724,221.891,199.104,216.232,169.580,224.094,206.189,148.585,152.433,157.679,176.799,150.173,156.505,236.281,206.504,146.231
2014-08-01,254.260,228.627,241.079,177.127,171.660,272.806,266.955,279.812,235.275,208.373,223.538,170.555,233.452,214.863,150.915,153.436,156.025,177.806,149.367,157.170,237.822,209.531,146.344
2014-09-01,249.143,225.884,238.852,177.087,172.056,272.888,264.956,289.685,234.681,210.362,229.916,169.730,238.459,212.681,150.829,153.262,158.102,179.712,149.820,158.336,236.941,217.006,146.001
2014-10-01,245.931,229.248,238.766,175.604,173.963,274.436,265.115,292.588,233.684,209.849,231.640,166.548,239.559,213.876,149.215,152.119,155.760,176.217,149.425,157.507,240.003,218.099,147.450
2014-11-01,239.168,230.914,234.823,175.975,173.970,276.905,260.431,296.616,238.252,208.035,237.900,162.126,234.507,210.408,146.861,154.015,152.832,176.156,150.512,156.874,240.046,218.583,146.850
2014-12-01,237.671,230.769,232.171,178.530,174.411,275.390,261.042,297.063,241.682,209.999,240.653,160.793,225.163,209.774,143.761,153.611,150.663,174.909,149.279,158.192,239.549,223.901,147.541
2015-01-01,252.864,229.484,240.148,177.851,176.441,277.375,265.872,301.040,239.039,208.501,240.269,162.666,223.955,205.545,143.090,154.250,153.563,176.381,148.602,154.769,238.322,223.479,147.347
2015-02-01,252.521,227.634,239.943,177.640,177.275,277.960,264.547,303.062,239.587,210.841,239.223,160.277,225.557,201.930,140.548,153.809,156.716,175.290,146.903,149.660,237.470,225.501,147.462
2015-03-01,249.182,228.916,242.449,178.336,176.366,278.229,265.596,300.345,239.680,213.917,237.700,156.851,224.192,197.384,138.582,154.302,157.405,176.961,145.508,149.422,235.601,222.720,147.445
2015-04-01,248.512,230.143,243.164,178.152,174.297,273.531,267.455,300.281,241.354,215.411,238.540,154.130,211.320,194.004,135.244,154.347,156.920,176.865,149.172,147.556,233.001,222.715,147.137
2015-05-01,250.703,230.513,242.946,177.363,173.388,276.262,267.537,298.428,243.162,217.178,232.526,150.689,213.419,196.751,137.021,150.656,158.661,175.366,147.952,146.907,233.116,213.496,146.942
2015-06-01,250.378,230.528,245.318,179.179,173.263,277.605,266.764,299.100,244.103,220.201,238.793,151.947,213.794,195.352,137.206,153.242,158.833,173.315,147.415,145.293,231.056,213.116,147.169
2015-07-01,247.516,230.690,243.768,179.015,176.304,279.449,269.682,296.191,243.424,220.207,240.016,153.632,213.388,200.585,138.752,152.223,159.634,170.466,149.023,147.398,234.226,211.014,147.497
2015-08-01,246.918,230.311,243.125,178.101,175.850,280.122,269.075,294.072,241.524,219.301,239.171,156.500,215.852,195.467,139.450,151.600,158.416,174.261,147.987,145.845,231.901,214.786,147.931
2015-09-01,246.340,226.458,238.495,179.553,176.226,279.419,267.095,292.647,238.344,217.951,238.384,158.888,217.486,196.688,138.148,150.239,157.014,174.060,146.247,146.675,233.184,219.771,148.235
2015-10-01,241.338,231.909,241.909,179.212,178.452,282.084,268.190,290.435,235.869,215.305,235.187,160.692,218.647,196.741,137.864,150.875,158.680,171.066,144.464,145.685,232.850,221.521,147.861
2015-11-01,232.487,229.607,240.058,179.871,178.001,281.813,263.670,286.893,232.795,211.472,233.218,158.455,208.510,193.013,135.069,151.342,154.155,170.835,145.787,144.813,232.164,220.398,146.471
2015-12-01,233.272,231.211,238.446,179.580,177.165,281.614,261.739,281.352,224.408,205.459,232.125,154.824,201.479,194.638,130.115,148.812,153.655,168.813,144.423,145.728,230.712,221.814,146.635
