date,CUUR0000SEFA01,CUUR0000SEFA02,CUUR0000SEFA03,CUUR0000SEFB01,CUUR0000SEFB02,CUUR0000SEFB03,CUUR0000SEFB04,CUUR0000SEFC01,CUUR0000SEFC02,CUUR0000SEFC03,CUUR0000SEFC04,CUUR0000SEFD01,CUUR0000SEFD02,CUUR0000SEFD03,CUUR0000SEFD04,CUUR0000SEFF01,CUUR0000SEFF02,CUUR0000SEFG01,CUUR0000SEFG02,CUUR0000SEFJ01,CUUR0000SEFJ02,CUUR0000SEFJ03,CUUR0000SEFJ04
2023-02-01,318.911,270.990,294.753,235.673,231.631,369.452,343.552,330.661,305.775,256.768,314.294,196.192,257.342,238.206,157.716,192.830,197.958,228.047,176.649,179.360,271.117,273.870,191.083
2023-03-01,320.897,277.523,296.413,236.502,229.399,372.111,349.616,331.897,302.145,260.392,313.066,197.236,253.624,234.760,154.858,191.668,199.114,226.775,173.791,176.994,271.021,276.088,190.363
2023-04-01,316.654,277.748,296.320,235.683,232.500,370.885,349.918,333.806,307.412,264.942,318.567,194.709,248.335,236.125,156.000,192.578,201.327,226.747,174.874,175.860,271.312,274.415,191.091
2023-05-01,321.222,277.736,294.931,236.574,229.439,371.758,352.132,340.629,317.137,267.699,315.623,193.428,257.632,232.533,154.537,193.066,200.862,224.813,173.558,176.564,270.145,269.037,189.602
2023-06-01,324.483,280.706,295.502,238.159,230.041,369.396,352.029,346.066,312.739,272.052,316.754,191.581,257.682,233.532,151.262,194.307,204.151,225.314,175.600,175.416,266.480,270.426,189.873
2023-07-01,326.611,281.392,298.037,240.341,227.750,370.790,352.712,351.379,326.145,278.448,328.162,193.257,258.679,233.915,154.724,192.199,208.768,222.893,175.656,173.791,267.792,272.482,191.543
2023-08-01,324.170,278.236,295.881,238.475,233.918,373.071,354.428,352.959,328.301,281.016,329.525,196.620,260.056,241.150,158.218,194.790,207.911,224.060,177.299,173.731,266.238,272.839,190.555
2023-09-01,322.856,276.814,294.714,239.147,233.345,371.514,352.894,355.019,329.050,281.751,328.482,203.045,257.954,239.949,159.883,194.990,210.832,221.115,175.860,174.620,265.159,276.218,189.569
2023-10-01,321.342,278.376,290.895,241.583,234.286,367.844,354.777,360.211,332.957,283.295,331.187,206.245,258.640,248.324,163.091,195.575,211.895,221.113,174.231,175.364,266.375,273.692,188.801
2023-11-01,317.632,280.692,289.689,240.520,240.198,370.456,352.069,354.917,336.874,276.134,336.537,199.762,247.732,242.457,160.978,194.860,205.275,220.513,176.370,175.830,264.392,276.603,187.086
2023-12-01,313.261,273.819,289.314,239.743,235.434,369.811,352.758,352.556,329.909,280.079,332.734,197.316,241.709,240.258,159.032,195.061,200.494,218.341,175.245,176.731,263.884,279.735,186.198
2024-01-01,321.589,271.667,290.564,240.416,235.808,370.172,352.967,348.091,327.589,281.658,333.810,196.563,240.486,241.303,158.425,194.666,205.629,218.637,172.310,175.241,266.477,276.331,189.087
2024-02-01,320.821,277.211,292.636,239.121,234.251,376.722,355.072,350.107,333.842,277.495,334.363,195.282,245.713,233.080,156.691,192.132,203.180,219.535,169.497,174.823,263.416,272.883,189.121
2024-03-01,320.125,272.853,292.160,236.944,235.333,372.930,354.561,352.629,335.995,279.194,338.186,196.575,243.040,240.746,161.179,195.597,203.511,219.688,170.289,174.122,262.534,270.936,188.541
2024-04-01,324.476,281.413,294.388,236.535,231.445,371.092,356.255,353.833,338.324,282.155,343.365,199.417,239.999,240.083,160.134,193.963,204.781,220.703,172.251,173.711,262.278,279.615,189.004
2024-05-01,323.141,282.447,290.608,239.025,235.780,371.021,356.377,357.438,336.248,283.049,339.800,201.472,243.775,243.287,163.172,195.816,201.224,218.895,174.627,172.936,260.840,271.615,191.681
2024-06-01,327.564,276.877,289.771,240.668,234.344,370.569,359.723,361.504,344.129,278.772,350.075,201.106,246.658,250.870,162.037,195.345,203.149,223.554,173.636,173.621,260.934,276.107,192.694
2024-07-01,329.495,276.963,290.570,238.079,234.319,373.324,357.968,366.114,350.669,286.692,350.257,202.553,253.745,251.027,161.484,195.548,204.037,218.169,173.823,175.938,261.622,269.942,193.565
2024-08-01,328.929,277.614,287.960,237.914,234.597,372.782,356.081,370.221,350.157,285.496,353.790,200.067,252.732,253.214,165.065,196.881,208.823,218.028,173.891,177.126,261.601,276.716,192.244
2024-09-01,325.498,276.456,289.881,237.328,232.395,377.424,357.032,371.880,349.110,287.059,354.795,204.238,251.473,250.059,167.706,197.305,206.161,218.129,173.545,175.953,263.727,276.596,192.090
2024-10-01,322.670,278.068,292.888,241.916,239.624,373.917,359.119,370.211,339.197,283.342,350.916,203.272,253.389,246.108,166.611,197.634,203.682,218.278,171.240,177.754,267.905,276.098,192.404
2024-11-01,312.526,278.086,290.154,238.705,236.291,375.922,347.897,372.084,350.989,289.901,355.273,199.040,253.432,254.868,165.711,196.818,201.396,218.690,172.033,179.622,264.824,278.030,190.456
2024-12-01,314.588,280.205,294.160,240.406,236.629,374.421,351.671,370.833,353.491,288.654,355.234,200.657,247.219,247.681,160.426,197.427,200.262,218.224,172.992,180.093,266.271,275.664,191.020
2025-01-01,324.203,270.976,289.353,238.703,241.181,375.511,354.895,367.360,352.040,296.127,355.178,204.359,248.707,242.903,162.012,196.374,201.360,221.681,172.630,178.401,266.671,283.189,190.718
2025-02-01,324.208,276.620,291.067,239.656,242.147,373.678,356.368,377.372,365.540,295.063,366.165,200.445,246.608,239.276,159.408,196.190,199.198,221.916,173.301,177.380,263.368,275.107,192.017
2025-03-01,329.263,281.069,289.749,237.220,241.023,376.988,357.230,389.212,366.001,298.013,363.618,204.173,254.141,245.283,162.829,198.168,201.635,221.069,168.541,179.240,268.336,274.109,193.661
2025-04-01,326.444,274.000,286.780,241.021,238.548,376.478,353.943,389.127,368.120,301.948,369.665,202.464,250.424,241.461,160.068,199.157,206.261,222.835,172.072,180.510,267.886,271.864,192.102
2025-05-01,333.819,279.450,290.520,240.101,242.079,378.984,360.252,392.881,368.169,301.002,371.386,204.468,251.214,242.503,161.371,200.389,206.678,222.848,175.733,178.574,268.182,271.525,193.260
2025-06-01,333.022,278.493,286.660,240.298,242.051,378.429,362.847,398.674,377.830,313.220,377.115,206.433,248.120,245.568,160.697,202.872,206.087,224.377,175.508,177.239,268.617,274.499,190.370
2025-07-01,329.727,276.469,286.128,241.244,241.018,384.948,360.341,408.345,386.006,322.293,385.252,208.508,258.243,250.370,160.845,202.084,207.295,223.282,175.603,180.534,267.656,272.558,194.768
2025-08-01,330.077,274.866,285.600,240.805,241.717,383.505,361.391,417.709,397.917,332.839,394.167,210.774,247.887,247.121,164.277,202.401,203.118,223.851,177.369,180.088,268.686,275.411,193.327
