item,date,value
CUUR0000SEFM03,2023-08-01,189.208
CUUR0000SEFM03,2023-07-01,190.230
CUUR0000SEFM03,2023-06-01,190.050
CUUR0000SEFM03,2023-05-01,190.079
CUUR0000SEFM03,2023-04-01,185.414
CUUR0000SEFM03,2023-03-01,185.910
CUUR0000SEFM03,2023-02-01,187.616
CUUR0000SEFM03,2023-01-01,188.305
CUUR0000SEFM03,2022-12-01,183.948
CUUR0000SEFM03,2022-11-01,179.048
CUUR0000SEFM03,2022-10-01,180.795
CUUR0000SEFM03,2022-09-01,181.602
CUUR0000SEFM03,2022-08-01,180.412
CUUR0000SEFM03,2022-07-01,179.901
CUUR0000SEFM03,2022-06-01,176.107
CUUR0000SEFM03,2022-05-01,173.895
CUUR0000SEFM03,2022-04-01,172.525
CUUR0000SEFM03,2022-03-01,172.266
CUUR0000SEFM03,2022-02-01,168.941
CUUR0000SEFM03,2022-01-01,166.376
CUUR0000SEFM03,2021-12-01,164.454
CUUR0000SEFM03,2021-11-01,162.161
CUUR0000SEFM03,2021-10-01,161.913
CUUR0000SEFM03,2021-09-01,163.051
CUUR0000SEFM03,2021-08-01,160.111
CUUR0000SEFM03,2021-07-01,160.302
CUUR0000SEFM03,2021-06-01,161.500
CUUR0000SEFM03,2021-05-01,162.072
CUUR0000SEFM03,2021-04-01,161.741
CUUR0000SEFM03,2021-03-01,160.861
CUUR0000SEFM03,2021-02-01,159.154
CUUR0000SEFM03,2021-01-01,158.548
CUUR0000SEFM03,2020-12-01,159.609
CUUR0000SEFM03,2020-11-01,156.596
CUUR0000SEFM03,2020-10-01,159.257
CUUR0000SEFM03,2020-09-01,161.635
CUUR0000SEFM03,2020-08-01,162.792
CUUR0000SEFM03,2020-07-01,161.714
CUUR0000SEFM03,2020-06-01,161.668
CUUR0000SEFM03,2020-05-01,162.303
CUUR0000SEFM03,2020-04-01,157.358
CUUR0000SEFM03,2020-03-01,156.190
CUUR0000SEFM03,2020-02-01,155.259
CUUR0000SEFM03,2020-01-01,155.027
CUUR0000SEFM03,2019-12-01,154.022
CUUR0000SEFM03,2019-11-01,154.612
CUUR0000SEFM03,2019-10-01,153.427
CUUR0000SEFM03,2019-09-01,153.146
CUUR0000SEFM03,2019-08-01,152.814
CUUR0000SEFM03,2019-07-01,155.622
CUUR0000SEFM03,2019-06-01,153.181
CUUR0000SEFM03,2019-05-01,152.311
CUUR0000SEFM03,2019-04-01,151.435
CUUR0000SEFM03,2019-03-01,152.187
CUUR0000SEFM03,2019-02-01,152.484
CUUR0000SEFM03,2019-01-01,153.081
CUUR0000SEFM03,2018-12-01,153.226
CUUR0000SEFM03,2018-11-01,151.435
CUUR0000SEFM03,2018-10-01,154.698
CUUR0000SEFM03,2018-09-01,155.514
CUUR0000SEFM03,2018-08-01,157.423
CUUR0000SEFM03,2018-07-01,156.194
CUUR0000SEFM03,2018-06-01,158.084
CUUR0000SEFM03,2018-05-01,157.183
CUUR0000SEFM03,2018-04-01,157.524
CUUR0000SEFM03,2018-03-01,154.315
CUUR0000SEFM03,2018-02-01,157.527
CUUR0000SEFM03,2018-01-01,154.948
CUUR0000SEFM03,2017-12-01,153.768
CUUR0000SEFM03,2017-11-01,154.801
CUUR0000SEFM03,2017-10-01,156.823
CUUR0000SEFM03,2017-09-01,157.537
CUUR0000SEFM03,2017-08-01,155.730
CUUR0000SEFM03,2017-07-01,158.307
CUUR0000SEFM03,2017-06-01,158.305
CUUR0000SEFM03,2017-05-01,158.619
CUUR0000SEFM03,2017-04-01,157.550
CUUR0000SEFM03,2017-03-01,160.045
CUUR0000SEFM03,2017-02-01,159.394
CUUR0000SEFM03,2017-01-01,160.272
CUUR0000SEFM03,2016-12-01,158.367
CUUR0000SEFM03,2016-11-01,158.827
CUUR0000SEFM03,2016-10-01,157.053
CUUR0000SEFM03,2016-09-01,160.227
CUUR0000SEFM03,2016-08-01,159.120
CUUR0000SEFM03,2016-07-01,163.415
CUUR0000SEFM03,2016-06-01,162.548
CUUR0000SEFM03,2016-05-01,161.463
CUUR0000SEFM03,2016-04-01,162.870
CUUR0000SEFM03,2016-03-01,161.336
CUUR0000SEFM03,2016-02-01,165.291
CUUR0000SEFM03,2016-01-01,163.888
CUUR0000SEFM03,2015-12-01,161.080
CUUR0000SEFM03,2015-11-01,161.742
CUUR0000SEFM03,2015-10-01,162.866
CUUR0000SEFM03,2015-09-01,163.556
CUUR0000SEFM03,2015-08-01,163.832
CUUR0000SEFM03,2015-07-01,164.997
CUUR0000SEFM03,2015-06-01,164.812
CUUR0000SEFM03,2015-05-01,164.146
CUUR0000SEFM03,2015-04-01,162.842
CUUR0000SEFM03,2015-03-01,161.226
CUUR0000SEFM03,2015-02-01,164.810
CUUR0000SEFM03,2015-01-01,163.318
